ACCOUNTNO,SUBNAME,SITUS,AYB,PRIMARYIMP,EXT CONDITION,INT CONDITION,TAXYEAR,SumOfRAWASSESSEDVALUE,SumOfACTUALVALUE,ATTRIBUTETYPE,ATTRIBUTESUBTYPE
R009847,OHIO MEADOWS FILING 2,"425  PASHUTA DR, GUNNISON, CO 81230",1974,1,Below Average,,2025,30310,484970,VIEWS,SCENIC OR ABOVE AVERAGE
R009849,OHIO MEADOWS FILING 2,"325  PASHUTA DR, GUNNISON, CO 81230",1974,1,Average,,2025,49750,796010,VIEWS,SCENIC OR ABOVE AVERAGE
R009850,OHIO MEADOWS FILING 1,"950  SENECA DR, GUNNISON, CO 81230",2017,1,Excellent,Excellent,2025,138070,2209130,VIEWS,PANORAMIC OR OUTSTANDING
R009851,OHIO MEADOWS FILING 2,"239  PASHUTA DR, GUNNISON, CO 81230",1972,1,Average,Average,2025,57070,913060,VIEWS,PANORAMIC OR OUTSTANDING
R009853,OHIO MEADOWS FILING 2,"211  PASHUTA DR, GUNNISON, CO 81230",1974,1,Average,Good,2025,54280,868360,VIEWS,SCENIC OR ABOVE AVERAGE
R009857,OHIO MEADOWS FILING 1,"652  SENECA DR, GUNNISON, CO 81230",1974,1,Average,Average,2025,53770,860280,VIEWS,SCENIC OR ABOVE AVERAGE
R009860,OHIO MEADOWS FILING 2,"87  PASHUTA DR, GUNNISON, CO 81230",1974,1,Average,,2025,72710,1163220,VIEWS,SCENIC OR ABOVE AVERAGE
R009862,OHIO MEADOWS FILING 2,"77  CHIPPEWA WAY, GUNNISON, CO 81230",1979,1,Average,,2025,47960,767260,VIEWS,SCENIC OR ABOVE AVERAGE
R009863,OHIO MEADOWS FILING 2,"1085  SENECA DR, GUNNISON, CO 81230",1999,1,Average,Average,2025,42630,682130,VIEWS,SCENIC OR ABOVE AVERAGE
R009866,OHIO MEADOWS FILING 1,"821  SENECA DR, GUNNISON, CO 81230",1993,1,Average,,2025,64600,1033570,VIEWS,SCENIC OR ABOVE AVERAGE
R009868,OHIO MEADOWS FILING 1,"567  SENECA DR, GUNNISON, CO 81230",1999,1,Average,,2025,63170,1010650,VIEWS,SCENIC OR ABOVE AVERAGE
R009870,OHIO MEADOWS FILING 1,"551  SENECA DR, GUNNISON, CO 81230",1981,1,Average,Average,2025,49700,795090,VIEWS,TYPICAL OR AVERAGE
R009871,OHIO MEADOWS FILING 1,"733  SENECA DR, GUNNISON, CO 81230",1974,1,Average,,2025,63600,1017670,VIEWS,SCENIC OR ABOVE AVERAGE
R009872,OHIO MEADOWS FILING 1,"651  SENECA DR, GUNNISON, CO 81230",1999,1,Average,Average,2025,53370,853910,VIEWS,PANORAMIC OR OUTSTANDING
R009873,OHIO MEADOWS FILING 4,"208  CHIPPEWA WAY, GUNNISON, CO 81230",1980,1,Average,,2025,95300,1524780,VIEWS,SCENIC OR ABOVE AVERAGE
R009875,OHIO MEADOWS FILING 1,"154  CHIPPEWA WAY, GUNNISON, CO 81230",1972,1,Average,,2025,59460,951360,VIEWS,SCENIC OR ABOVE AVERAGE
R009876,OHIO MEADOWS FILING 1,"108  CHIPPEWA WAY, GUNNISON, CO 81230",1973,1,Average,,2025,68890,1102270,VIEWS,TYPICAL OR AVERAGE
R009877,OHIO MEADOWS FILING 1,"44  CHIPPEWA WAY, GUNNISON, CO 81230",1975,1,Average,,2025,58190,931040,VIEWS,SCENIC OR ABOVE AVERAGE
R009878,OHIO MEADOWS FILING 4,"337  CHEKWA TRL, GUNNISON, CO 81230",2005,1,Average,,2025,171050,2105650,VIEWS,SCENIC OR ABOVE AVERAGE
R009879,OHIO MEADOWS FILING 4,"173  CHEKWA TRL, GUNNISON, CO 81230",1986,1,Average,Average,2025,59020,944250,VIEWS,TYPICAL OR AVERAGE
R009881,OHIO MEADOWS FILING 4,"117  CHEKWA TRL, GUNNISON, CO 81230",1996,1,Average,Good,2025,62170,994690,VIEWS,PANORAMIC OR OUTSTANDING
R009884,OHIO MEADOWS FILING 1,"272  SENECA DR, GUNNISON, CO 81230",1984,1,Average,,2025,46860,749770,VIEWS,SCENIC OR ABOVE AVERAGE
R009885,OHIO MEADOWS FILING 1,"314  SENECA DR, GUNNISON, CO 81230",1974,1,Below Average,Average,2025,29050,464680,VIEWS,TYPICAL OR AVERAGE
R009886,SIERRA VISTA ESTATES,"409  SIERRA VISTA WAY, GUNNISON, CO 81230",1981,1,Average,Average,2025,46540,744610,VIEWS,SCENIC OR ABOVE AVERAGE
R009887,SIERRA VISTA ESTATES,"230  CHEKWA TRL, GUNNISON, CO 81230",1985,1,Average,,2025,54410,769040,VIEWS,SCENIC OR ABOVE AVERAGE
R009888,SIERRA VISTA ESTATES,"407  SIERRA VISTA WAY, GUNNISON, CO 81230",1980,1,Average,Average,2025,33060,528920,VIEWS,SCENIC OR ABOVE AVERAGE
R009892,SIERRA VISTA ESTATES,"403  SIERRA VISTA WAY, GUNNISON, CO 81230",1980,1,Below Average,Average,2025,33230,531650,VIEWS,TYPICAL OR AVERAGE
R009894,SIERRA VISTA ESTATES,"412  SIERRA VISTA WAY, GUNNISON, CO 81230",1982,1,Average,Average,2025,46030,736450,VIEWS,SCENIC OR ABOVE AVERAGE
R009896,SIERRA VISTA ESTATES,"406  SIERRA VISTA WAY, GUNNISON, CO 81230",1985,1,Average,Average,2025,51890,830320,VIEWS,TYPICAL OR AVERAGE
R009897,SIERRA VISTA ESTATES,"404  SIERRA VISTA WAY, GUNNISON, CO 81230",1981,1,Average,Average,2025,42150,674500,VIEWS,SCENIC OR ABOVE AVERAGE
R009898,SIERRA VISTA ESTATES,"402  SIERRA VISTA WAY, GUNNISON, CO 81230",1981,1,Average,Average,2025,45380,726160,VIEWS,TYPICAL OR AVERAGE
R009899,SIERRA VISTA ESTATES,"410  SIERRA VISTA WAY, GUNNISON, CO",1981,1,Average,Average,2025,49010,784170,VIEWS,TYPICAL OR AVERAGE
R009900,ANTELOPE HILLS SUBD 2,"431  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1979,1,Below Average,,2025,29290,468600,VIEWS,TYPICAL OR AVERAGE
R009901,ANTELOPE HILLS SUBD 2,"565  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,,2025,38650,618340,VIEWS,SCENIC OR ABOVE AVERAGE
R009903,ANTELOPE HILLS SUBD 2,"657  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1995,1,Average,,2025,25020,400220,VIEWS,TYPICAL OR AVERAGE
R009905,ANTELOPE HILLS SUBD 2,"711  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1980,1,Average,Average,2025,29980,479710,VIEWS,SCENIC OR ABOVE AVERAGE
R009907,ANTELOPE HILLS SUBD 2,"791  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1980,1,Average,Average,2025,35570,569140,VIEWS,SCENIC OR ABOVE AVERAGE
R009908,ANTELOPE HILLS SUBD 2,"897  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",2000,1,Average,,2025,26790,428630,VIEWS,TYPICAL OR AVERAGE
R009910,ANTELOPE HILLS SUBD 2,"951  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1980,1,Below Average,Below Average,2025,21230,339570,VIEWS,TYPICAL OR AVERAGE
R009911,ANTELOPE HILLS SUBD 2,"975  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,,2025,33190,531010,VIEWS,TYPICAL OR AVERAGE
R009912,ANTELOPE HILLS SUBD 2,"1041  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1996,1,Average,,2025,30900,494390,VIEWS,TYPICAL OR AVERAGE
R009914,ANTELOPE HILLS SUBD 2,"598  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,,2025,40870,653900,VIEWS,SCENIC OR ABOVE AVERAGE
R009915,ANTELOPE HILLS SUBD 2,"654  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,,2025,25480,407630,VIEWS,SCENIC OR ABOVE AVERAGE
R009917,ANTELOPE HILLS SUBD 2,"708  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,,2025,33020,528270,VIEWS,TYPICAL OR AVERAGE
R009918,ANTELOPE HILLS SUBD 2,"750  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1981,1,Average,,2025,34580,553220,VIEWS,TYPICAL OR AVERAGE
R009920,ANTELOPE HILLS SUBD 2,"826  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1997,1,Average,,2025,26870,429920,VIEWS,SCENIC OR ABOVE AVERAGE
R009921,ANTELOPE HILLS SUBD 2,"854  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1980,1,Average,,2025,32970,527470,VIEWS,SCENIC OR ABOVE AVERAGE
R009925,ANTELOPE HILLS SUBD 2,"974  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,Good,2025,37530,600450,VIEWS,TYPICAL OR AVERAGE
R009927,ANTELOPE HILLS SUBD 2,"1106  ANTELOPE RD, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,,2025,35400,566330,VIEWS,SCENIC OR ABOVE AVERAGE
R009931,ANTELOPE HILLS SUBD 1,"65  DEER TRL, ANTELOPE CREEK AREA, CO 81230",1975,1,Average,,2025,22450,359160,VIEWS,SCENIC OR ABOVE AVERAGE
R009932,ANTELOPE HILLS SUBD 1,"97  DEER TRL, ANTELOPE CREEK AREA, CO 81230",1998,1,Good,,2025,18150,290420,VIEWS,SCENIC OR ABOVE AVERAGE
R009934,ANTELOPE HILLS SUBD 1,"32  DEER TRL, ANTELOPE CREEK AREA, CO 81230",1981,1,Average,,2025,19540,312550,VIEWS,SCENIC OR ABOVE AVERAGE
R009935,ANTELOPE HILLS SUBD 1,"89  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",2011,1,Average,,2025,5770,92300,VIEWS,SCENIC OR ABOVE AVERAGE
R009936,ANTELOPE HILLS SUBD 1,"21  FAWN DR, ANTELOPE CREEK AREA, CO 81230",1998,1,Average,Average,2025,24870,397930,VIEWS,TYPICAL OR AVERAGE
R009938,ANTELOPE HILLS SUBD 1,"32  FAWN DR, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,,2025,18600,297600,VIEWS,TYPICAL OR AVERAGE
R009940,ANTELOPE HILLS SUBD 1,"175  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1981,1,Average,,2025,15330,245200,VIEWS,SCENIC OR ABOVE AVERAGE
R009942,ANTELOPE HILLS SUBD 1,"67  DOE CIR, ANTELOPE CREEK AREA, CO 81230",2007,1,Average,,2025,20980,335610,VIEWS,SCENIC OR ABOVE AVERAGE
R009945,ANTELOPE HILLS SUBD 1,"261  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1978,1,Average,,2025,24270,388270,VIEWS,TYPICAL OR AVERAGE
R009947,ANTELOPE HILLS SUBD 1,"331  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1975,1,Below Average,Average,2025,17830,285270,VIEWS,SCENIC OR ABOVE AVERAGE
R009949,ANTELOPE HILLS SUBD 1,"19  DOE CIR, ANTELOPE CREEK AREA, CO 81230",1994,1,Average,,2025,18150,290420,VIEWS,SCENIC OR ABOVE AVERAGE
R009951,ANTELOPE HILLS SUBD 1,"33  FAWN DR, ANTELOPE CREEK AREA, CO 81230",1980,1,Good,Good,2025,28570,457080,VIEWS,SCENIC OR ABOVE AVERAGE
R009954,ANTELOPE HILLS SUBD 1 - MH,"353  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1983,1,Below Average,Below Average,2025,22850,365590,VIEWS,SCENIC OR ABOVE AVERAGE
R009957,ANTELOPE HILLS MH PARK SUBD,"359  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1981,1,Average,Average,2025,18000,288090,VIEWS,TYPICAL OR AVERAGE
R009961,ANTELOPE HILLS MH PARK SUBD,"367  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1982,1,Average,,2025,22770,364350,VIEWS,SCENIC OR ABOVE AVERAGE
R009962,ANTELOPE HILLS MH PARK SUBD,"369  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1990,1,Below Average,Average,2025,16480,263680,VIEWS,TYPICAL OR AVERAGE
R009963,ANTELOPE HILLS MH PARK SUBD,"371  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1983,1,Average,,2025,17800,284830,VIEWS,SCENIC OR ABOVE AVERAGE
R009966,ANTELOPE HILLS MH PARK SUBD,"348  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1998,1,Average,,2025,11270,180290,VIEWS,SCENIC OR ABOVE AVERAGE
R009969,ANTELOPE HILLS MH PARK SUBD,"356  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1998,1,Average,,2025,23590,377450,VIEWS,TYPICAL OR AVERAGE
R009971,ANTELOPE HILLS MH PARK SUBD,"360  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1981,1,Average,,2025,22010,352140,VIEWS,TYPICAL OR AVERAGE
R009973,ANTELOPE HILLS MH PARK SUBD,"364  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1993,1,Average,Average,2025,19550,312790,VIEWS,TYPICAL OR AVERAGE
R009974,ANTELOPE HILLS MH PARK SUBD,"366  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1984,1,Average,,2025,18020,288290,VIEWS,TYPICAL OR AVERAGE
R009977,ANTELOPE HILLS MH PARK SUBD,"9  RIDGE LN, ANTELOPE CREEK AREA, CO 81230",1999,1,Average,,2025,23590,377450,VIEWS,TYPICAL OR AVERAGE
R009978,ANTELOPE HILLS MH PARK SUBD,"13  RIDGE LN, ANTELOPE CREEK AREA, CO",2001,1,Average,,2025,28530,456500,VIEWS,TYPICAL OR AVERAGE
R009982,ANTELOPE HILLS MH PARK SUBD,"19  RIDGE LN, ANTELOPE CREEK AREA, CO 81230",1982,1,Average,Average,2025,23060,368920,VIEWS,TYPICAL OR AVERAGE
R009983,ANTELOPE HILLS MH PARK SUBD,"21  RIDGE LN, ANTELOPE CREEK AREA, CO 81230",1979,1,Average,Average,2025,26750,427920,VIEWS,TYPICAL OR AVERAGE
R009985,ANTELOPE HILLS MH PARK SUBD,"25  RIDGE LN, ANTELOPE CREEK AREA, CO 81230",1981,1,Below Average,Average,2025,12250,196120,VIEWS,TYPICAL OR AVERAGE
R009988,ANTELOPE HILLS MH PARK SUBD,"24  RIDGE LN, ANTELOPE CREEK AREA, CO 81230",2001,1,Good,,2025,16350,261620,VIEWS,TYPICAL OR AVERAGE
R009992,ANTELOPE HILLS MH PARK SUBD,"16  RIDGE LN, ANTELOPE CREEK AREA, CO 81230",2005,1,Good,,2025,26830,429310,VIEWS,TYPICAL OR AVERAGE
R009993,ANTELOPE HILLS MH PARK SUBD,"14  RIDGE LN, ANTELOPE CREEK AREA, CO 81230",1980,1,Average,,2025,23920,382820,VIEWS,TYPICAL OR AVERAGE
R009996,ANTELOPE HILLS MH PARK SUBD,"2  RIDGE LN, ANTELOPE CREEK AREA, CO 81230",2000,1,Average,,2025,20880,333980,VIEWS,TYPICAL OR AVERAGE
R010004,ANTELOPE HILLS MH PARK SUBD,"19  SAGE LN, ANTELOPE CREEK AREA, CO 81230",2011,1,,,2025,5480,87650,VIEWS,TYPICAL OR AVERAGE
R010005,ANTELOPE HILLS MH PARK SUBD,"21  SAGE LN, ANTELOPE CREEK AREA, CO 81230",1994,1,Average,,2025,13870,221870,VIEWS,TYPICAL OR AVERAGE
R010006,ANTELOPE HILLS MH PARK SUBD,"23  SAGE LN, ANTELOPE CREEK AREA, CO 81230",1994,1,Average,,2025,12570,201140,VIEWS,SCENIC OR ABOVE AVERAGE
R010009,ANTELOPE HILLS MH PARK SUBD,"22  SAGE LN, ANTELOPE CREEK AREA, CO 81230",2000,1,Average,,2025,16260,260070,VIEWS,SCENIC OR ABOVE AVERAGE
R010011,ANTELOPE HILLS MH PARK SUBD,"18  SAGE LN, ANTELOPE CREEK AREA, CO 81230",2000,1,Average,,2025,10850,173620,VIEWS,TYPICAL OR AVERAGE
R010015,ANTELOPE HILLS MH PARK SUBD,"10  SAGE LN, ANTELOPE CREEK AREA, CO",2001,1,Average,Below Average,2025,10880,174100,VIEWS,TYPICAL OR AVERAGE
R010016,ANTELOPE HILLS MH PARK SUBD,"8  SAGE LN, ANTELOPE CREEK AREA, CO 81230",2006,1,Average,Average,2025,35000,559940,VIEWS,TYPICAL OR AVERAGE
R010017,ANTELOPE HILLS MH PARK SUBD,"6  SAGE LN, ANTELOPE CREEK AREA, CO 81230",1998,1,Average,,2025,23070,369200,VIEWS,SCENIC OR ABOVE AVERAGE
R010019,ANTELOPE HILLS MH PARK SUBD,"5  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",1972,1,Average,Average,2025,12120,193900,VIEWS,TYPICAL OR AVERAGE
R010020,ANTELOPE HILLS MH PARK SUBD,"7  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",2016,1,Excellent,Excellent,2025,28580,105850,VIEWS,TYPICAL OR AVERAGE
R010021,ANTELOPE HILLS MH PARK SUBD,"9  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",2000,1,Average,,2025,22000,352000,VIEWS,TYPICAL OR AVERAGE
R010022,ANTELOPE HILLS MH PARK SUBD,"11  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",2017,1,Average,,2025,5810,92940,VIEWS,SCENIC OR ABOVE AVERAGE
R010023,ANTELOPE HILLS MH PARK SUBD,"13  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",1980,1,Average,Average,2025,13440,214950,VIEWS,TYPICAL OR AVERAGE
R010024,ANTELOPE HILLS MH PARK SUBD,"19  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",2005,1,Average,,2025,20650,330540,VIEWS,TYPICAL OR AVERAGE
R010027,ANTELOPE HILLS MH PARK SUBD,"23  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",1976,1,Average,,2025,15860,253680,VIEWS,TYPICAL OR AVERAGE
R010029,ANTELOPE HILLS MH PARK SUBD,"14  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",1993,1,Average,,2025,25760,412210,VIEWS,SCENIC OR ABOVE AVERAGE
R010032,ANTELOPE HILLS MH PARK SUBD,"6  WILLOW LN, ANTELOPE CREEK AREA, CO 81230",2000,1,Average,Average,2025,30780,492480,VIEWS,SCENIC OR ABOVE AVERAGE
R010034,ANTELOPE HILLS MH PARK SUBD,"4  WILLOW LN, GUNNISON, CO 81230",1977,1,Average,,2025,18690,299060,VIEWS,TYPICAL OR AVERAGE
R010035,ANTELOPE HILLS MH PARK SUBD,"330  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1996,1,Average,Average,2025,28220,451620,VIEWS,SCENIC OR ABOVE AVERAGE
R010038,ANTELOPE HILLS MH PARK SUBD,"334  MESA LOOP, ANTELOPE CREEK AREA, CO 81230",1999,1,Average,Average,2025,24740,395950,VIEWS,SCENIC OR ABOVE AVERAGE
R010064,HIDEAWAY ON THE RIVER,"127  COUNTY ROAD 11, GUNNISON, CO 81230",1925,1,Average,Average,2025,40080,641310,VIEWS,SCENIC OR ABOVE AVERAGE
R010069,STIELER SUBDIVISION,"STATE HIGHWAY 135, GUNNISON, CO",1985,1,Average,,2025,2280,8470,VIEWS,TYPICAL OR AVERAGE
R010075,SKI TOWN VILLAGE MOBILE HOME PARK,"2388  STATE HIGHWAY 135, GUNNISON, CO 81230",1965,1,Below Average,,2025,87510,1145120,VIEWS,TYPICAL OR AVERAGE
R010087,CLINE'S HOMESITES,"104  MYSTERY LN, GUNNISON, CO 81230",1976,1,Average,Average,2025,56540,904640,VIEWS,TYPICAL OR AVERAGE
R010088,GUNNISON RIVER FILING 3,"73  BLACKFOOT TRL, GUNNISON, CO 81230",1984,1,Average,Average,2025,45840,733530,VIEWS,SCENIC OR ABOVE AVERAGE
R010089,GUNNISON RIVER FILING 3,"95  BLACKFOOT TRL, GUNNISON, CO 81230",1984,1,Average,,2025,45530,728540,VIEWS,TYPICAL OR AVERAGE
R010098,GUNNISON RIVER FILING 2,"222  CHINOOK TRL, GUNNISON, CO 81230",1976,1,Average,,2025,49900,798440,VIEWS,TYPICAL OR AVERAGE
R010101,GUNNISON RIVER FILING 2,"394  CHINOOK TRL, GUNNISON, CO 81230",1975,1,Average,,2025,48520,776290,VIEWS,TYPICAL OR AVERAGE
R010102,GUNNISON RIVER FILING 2,"466  CHINOOK TRL, GUNNISON, CO 81230",2007,1,Average,Average,2025,56930,910780,VIEWS,TYPICAL OR AVERAGE
R010103,GUNNISON RIVER FILING 2,"538  CHINOOK TRL, GUNNISON, CO 81230",1982,1,Average,,2025,55900,894360,VIEWS,TYPICAL OR AVERAGE
R010104,GUNNISON RIVER FILING 1,"175  APACHE RD, GUNNISON, CO 81230",1974,1,Average,Average,2025,56930,910960,VIEWS,TYPICAL OR AVERAGE
R010105,GUNNISON RIVER FILING 1,"171  ARAPAHOE RD, GUNNISON, CO 81230",1972,1,Average,,2025,56070,897120,VIEWS,TYPICAL OR AVERAGE
R010107,GUNNISON RIVER FILING 1,"109  ARAPAHOE RD, GUNNISON, CO 81230",1976,1,Average,,2025,49430,790800,VIEWS,TYPICAL OR AVERAGE
R010108,GUNNISON RIVER FILING 1,"55  ARAPAHOE RD, GUNNISON, CO 81230",2002,1,Average,,2025,52090,833550,VIEWS,TYPICAL OR AVERAGE
R010110,GUNNISON RIVER FILING 1,"58  ARAPAHOE RD, GUNNISON, CO 81230",2002,1,Average,,2025,44050,704790,VIEWS,TYPICAL OR AVERAGE
R010113,GUNNISON RIVER FILING 1,"45  APACHE RD, GUNNISON, CO 81230",1983,1,Average,Average,2025,45250,723980,VIEWS,TYPICAL OR AVERAGE
R010116,GUNNISON RIVER FILING 2,"132  BLACKFOOT TRL, GUNNISON, CO 81230",1972,1,Average,Average,2025,41760,668210,VIEWS,TYPICAL OR AVERAGE
R010120,GUNNISON RIVER FILING 2,"414  BLACKFOOT TRL, GUNNISON, CO 81230",1984,1,Average,Average,2025,42550,680860,VIEWS,TYPICAL OR AVERAGE
R010121,GUNNISON RIVER FILING 2,"470  BLACKFOOT TRL, GUNNISON, CO 81230",2021,1,Excellent,Excellent,2025,60890,974240,VIEWS,TYPICAL OR AVERAGE
R010122,GUNNISON RIVER FILING 2,"492  BLACKFOOT TRL, GUNNISON, CO 81230",1992,1,Average,,2025,52160,834670,VIEWS,TYPICAL OR AVERAGE
R010124,GUNNISON RIVER FILING 2,"547  CHINOOK TRL, GUNNISON, CO 81230",1993,1,Average,,2025,44000,704010,VIEWS,TYPICAL OR AVERAGE
R010126,GUNNISON RIVER FILING 2,"399  CHINOOK TRL, GUNNISON, CO 81230",1992,1,Average,,2025,63110,1009610,VIEWS,TYPICAL OR AVERAGE
R010128,GUNNISON RIVER FILING 2,"225  BLACKFOOT TRL, GUNNISON, CO 81230",2002,1,Average,Average,2025,45260,724140,VIEWS,SCENIC OR ABOVE AVERAGE
R010130,GUNNISON RIVER FILING 2,"341  BLACKFOOT TRL, GUNNISON, CO 81230",2018,1,Excellent,Excellent,2025,58480,935680,VIEWS,TYPICAL OR AVERAGE
R010131,GUNNISON RIVER FILING 2,"371  BLACKFOOT TRL, GUNNISON, CO 81230",1976,1,Average,,2025,50920,814810,VIEWS,TYPICAL OR AVERAGE
R010134,GUNNISON RIVER FILING 2,"445  APACHE RD, GUNNISON, CO 81230",1981,1,Good,Good,2025,95670,1530670,VIEWS,SCENIC OR ABOVE AVERAGE
R010138,GUNNISON RIVER FILING 1,"132  APACHE RD, GUNNISON, CO 81230",1995,1,Good,Very Good,2025,78110,1249630,VIEWS,SCENIC OR ABOVE AVERAGE
R010140,GUNNISON RIVER FILING 1,"224  APACHE RD, GUNNISON, CO 81230",1977,1,Below Average,Average,2025,38650,618310,VIEWS,TYPICAL OR AVERAGE
R010141,GUNNISON RIVER FILING 2,"270  APACHE RD, GUNNISON, CO 81230",1979,1,Average,Average,2025,44340,709500,VIEWS,TYPICAL OR AVERAGE
R010142,GUNNISON RIVER FILING 2,"330  APACHE RD, GUNNISON, CO 81230",1974,1,Average,Average,2025,65430,1046820,VIEWS,TYPICAL OR AVERAGE
R010147,GUNNISON RIVER FILING 2,"530  APACHE RD, GUNNISON, CO 81230",1979,1,Average,Average,2025,52590,841500,VIEWS,SCENIC OR ABOVE AVERAGE
R010148,GUNNISON RIVER FILING 2,"616  APACHE RD, GUNNISON, CO 81230",1979,1,Average,Average,2025,51840,829420,VIEWS,SCENIC OR ABOVE AVERAGE
R010150,GUNNISON RIVER FILING 2,"494  APACHE RD, GUNNISON, CO 81230",2015,1,Very Good,,2025,119260,1908100,VIEWS,SCENIC OR ABOVE AVERAGE
R010201,SUN PARK ADDITION,"271  CLARK BLVD, GUNNISON, CO",1959,1,Average,Average,2025,33270,532420,VIEWS,SCENIC OR ABOVE AVERAGE
R010211,SUN PARK ADDITION,"34  OVERLOOK DR, GUNNISON, CO 81230",1975,1,Below Average,Below Average,2025,25610,409860,VIEWS,PANORAMIC OR OUTSTANDING
R010213,SUN PARK ADDITION,"72  OVERLOOK DR, GUNNISON, CO 81230",1996,1,Average,,2025,45070,721220,VIEWS,TYPICAL OR AVERAGE
R010216,SUN PARK ADDITION,"65  OVERLOOK DR, GUNNISON, CO 81230",2021,1,Excellent,,2025,48640,778200,VIEWS,SCENIC OR ABOVE AVERAGE
R010217,SUN PARK ADDITION,"49  OVERLOOK DR, GUNNISON, CO 81230",1978,1,Average,Average,2025,38010,608120,VIEWS,SCENIC OR ABOVE AVERAGE
R010219,SUN PARK ADDITION,"155  SILVER SAGE DR, GUNNISON, CO 81230",1967,1,Average,,2025,44310,708910,VIEWS,SCENIC OR ABOVE AVERAGE
R010220,SUN PARK ADDITION,"145  SILVER SAGE DR, GUNNISON, CO 81230",1965,1,Below Average,,2025,45500,482680,VIEWS,SCENIC OR ABOVE AVERAGE
R010223,SUN PARK ADDITION,"84  SILVER SAGE DR, GUNNISON, CO 81230",1964,1,Average,,2025,45430,726850,VIEWS,SCENIC OR ABOVE AVERAGE
R010225,SUN PARK ADDITION,"204  SILVER SAGE DR, GUNNISON, CO 81230",1977,1,Average,Average,2025,50560,809010,VIEWS,TYPICAL OR AVERAGE
R010228,SUN PARK ADDITION,"280  SILVER SAGE DR, GUNNISON, CO 81230",1979,1,Average,,2025,48210,771440,VIEWS,TYPICAL OR AVERAGE
R010230,SUN PARK ADDITION,"265  CLARK BLVD, GUNNISON, CO 81230",1977,1,Average,Average,2025,31670,506750,VIEWS,TYPICAL OR AVERAGE
R010231,SUN PARK ADDITION,"267  CLARK BLVD, GUNNISON, CO 81230",1978,1,Average,Average,2025,43830,497870,VIEWS,TYPICAL OR AVERAGE
R010232,SUN PARK ADDITION,"269  CLARK BLVD, GUNNISON, CO 81230",1978,1,Average,Average,2025,30360,485810,VIEWS,TYPICAL OR AVERAGE
R010235,SUN PARK ADDITION,"156  CACTUS HILL DR, GUNNISON, CO 81230",1979,1,Average,Average,2025,34590,553450,VIEWS,SCENIC OR ABOVE AVERAGE
R010239,SUN PARK ADDITION,"397  CACTUS HILL DR, GUNNISON, CO 81230",1974,1,Average,Average,2025,40290,644620,VIEWS,PANORAMIC OR OUTSTANDING
R010240,SUN PARK ADDITION,"399  CACTUS HILL DR, GUNNISON, CO 81230",1975,1,Average,,2025,45760,732180,VIEWS,SCENIC OR ABOVE AVERAGE
R010242,TERRA SUBDIVISION 1,"127  CLARK BLVD, GUNNISON, CO 81230",1969,1,Average,Average,2025,29830,477300,VIEWS,TYPICAL OR AVERAGE
